YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2019,8,31,87.56,1.98,3.65,0.51,3.13,162.81,2.78,4.3,0.91,3.4,164
2019,9,1,87.67,1.53,3.05,0.21,2.84,184.06,2,3.36,0.33,3.04,184
2019,9,2,87.61,1.5,2.85,0.35,2.5,137.06,1.95,2.72,0.68,2.03,136.06
2019,9,3,87.61,1.52,3.8,0.09,3.7,217.06,2.06,4.52,0.23,4.3,209.25
2019,9,4,87.58,1.76,3.36,0.46,2.9,142.38,2.29,3.91,0.75,3.16,138.81
2019,9,5,87.63,2.03,3.42,0.76,2.66,133.31,2.78,3.7,1.14,2.57,130.88
2019,9,6,87.59,1.46,2.93,0.18,2.75,149.94,1.94,2.88,0.3,2.58,148.38
2019,9,7,87.64,1.48,2.93,0.3,2.63,109.38,1.95,3.04,0.49,2.55,107.06
2019,9,8,87.71,1.98,3.8,0.59,3.21,138.38,2.53,4.1,0.98,3.12,136.56
2019,9,9,87.57,1.84,3.77,0.35,3.41,166.56,2.45,4.31,0.56,3.75,167.25
2019,9,10,87.55,2.33,4.09,0.9,3.19,175.31,3.45,5.01,1.72,3.29,175.38
2019,9,11,87.75,2.16,3.64,1.27,2.38,179.94,3.12,4.21,2.25,1.96,179.75
2019,9,12,87.98,1.92,3.3,0.73,2.57,150.5,2.96,4.1,1.76,2.35,146.06
2019,9,13,88.04,2.3,4.55,0.77,3.77,156.88,3.3,5.25,1.75,3.5,157.75
2019,9,14,87.97,2.89,5.03,1.29,3.74,188.5,4.14,6.08,2.58,3.49,189
2019,9,15,87.87,2.27,4.28,0.82,3.45,195.94,3.16,5.22,1.3,3.92,198.25
2019,9,16,87.8,3.04,5.52,1.22,4.3,191.5,4.36,7.13,2.08,5.05,192.5
2019,9,17,88.04,2.02,3.23,0.39,2.85,167.25,2.77,4.01,0.56,3.45,166.56
2019,9,18,88.29,1.13,1.98,0.56,1.41,181.94,1.34,1.91,0.77,1.15,184.12
2019,9,19,88.28,1.6,2.96,0.27,2.69,151.69,1.98,3.29,0.16,3.13,154.69
2019,9,20,88.14,1.76,3.77,0.21,3.55,150.38,2.35,4.56,0.3,4.26,153.19
2019,9,21,88.13,1.4,2.45,0.64,1.81,129,1.92,2.7,0.93,1.77,128.38
2019,9,22,88.23,1.66,3.53,0.26,3.28,131.88,2.48,4.52,0.49,4.03,132.75
2019,9,23,88.38,1.57,2.94,0.12,2.8,134.81,2.04,3.34,0.03,3.31,128.31
2019,9,24,88.49,1.85,3.55,0.43,3.12,142.44,2.52,3.98,0.78,3.2,140.06
2019,9,25,88.68,1.52,2.82,0.73,2.09,164.38,2.12,2.95,1.35,1.6,162.94
2019,9,26,88.67,2.05,4.2,0.27,3.94,235.5,2.73,5.35,0.4,4.95,235.81
2019,9,27,88.61,1.31,2.96,0.37,2.59,153.88,1.57,3.15,0.52,2.62,152.69
2019,9,28,88.55,1.06,2.05,0.23,1.82,100.25,1.51,2.54,0.37,2.17,96.19
2019,9,29,88.54,1.35,2.81,0.5,2.31,87.38,1.94,3.27,0.92,2.34,86.12
2019,9,30,88.27,1.25,2.26,0.57,1.69,105.56,1.8,2.81,0.84,1.97,101.81
2019,10,1,88.12,1.75,3.12,0.52,2.6,123.25,2.26,3.11,0.92,2.19,119.94
2019,10,2,88.19,1.47,2.85,0.16,2.69,140.44,1.79,2.77,0.13,2.63,141.62
2019,10,3,88.18,1.86,3.55,0.17,3.38,182.56,2.55,4.3,0.32,3.99,186.19
2019,10,4,88.12,2.05,3.95,0.54,3.41,199.69,2.91,4.57,0.99,3.58,201.38
2019,10,5,88.14,1.9,3.2,1.01,2.19,193.31,2.76,3.82,1.69,2.13,194.06
2019,10,6,88.25,1.48,2.99,0.48,2.52,193.38,2.05,3.22,0.6,2.62,195.81
2019,10,7,88.3,1.62,3.32,0.29,3.04,186.88,2.29,3.97,0.48,3.48,190
2019,10,8,88.36,1.37,2.91,0.18,2.73,173,2.05,3.23,0.29,2.94,172.31
2019,10,9,88.32,1.8,3.17,0.7,2.47,174.06,2.39,3.71,1.05,2.66,159.62
2019,10,10,88.2,1.76,3.44,0.22,3.22,187.31,2.43,3.95,0.41,3.55,190.56
2019,10,11,88.16,2.01,3.92,0.3,3.61,204.56,2.84,4.72,0.45,4.27,206.56
2019,10,12,88.24,1.77,3.44,0.39,3.05,199.56,2.42,3.85,0.59,3.27,201.56
2019,10,13,88.29,1.73,3.62,0.09,3.53,180.62,2.33,4.41,0.05,4.36,182.56
2019,10,14,88.42,1.48,3.05,0.44,2.62,173.56,1.91,3.29,0.72,2.56,172.56
2019,10,15,88.52,1.47,2.77,0.45,2.32,108.12,1.84,2.94,0.57,2.36,104.38
2019,10,16,88.54,1.57,2.57,0.65,1.92,138.19,1.91,2.59,0.94,1.65,138.12
2019,10,17,88.51,1.47,2.85,0.08,2.78,159.25,1.93,3.22,0.16,3.05,160.12
2019,10,18,88.53,1.44,2.62,0.24,2.38,161.31,1.85,2.91,0.34,2.57,162.12
2019,10,19,88.54,1.41,2.59,0.06,2.53,165.88,1.85,2.88,0.14,2.73,163.75
2019,10,20,88.41,1.41,3.02,0.1,2.91,163.44,1.8,3.51,0.17,3.34,165.38
2019,10,21,88.16,1.66,3.45,0.53,2.92,163.75,2.27,4.17,0.65,3.52,166
2019,10,22,88.02,1.45,3.56,0.14,3.42,229.44,1.9,3.98,0.19,3.8,226.44
2019,10,23,88.1,1.12,2.77,0.1,2.66,152.62,1.38,2.95,0.13,2.81,151.31
2019,10,24,88.28,1.66,3.12,0.64,2.49,147.25,2.33,3.59,0.93,2.66,146.31
2019,10,25,88.38,1.38,2.54,0.23,2.31,106.69,2.04,2.97,0.36,2.61,104.62
2019,10,26,88.23,1.52,3.27,0.55,2.72,113.69,1.88,3.31,0.73,2.58,117.56
2019,10,27,88.27,1.5,3.16,0.3,2.87,151.19,1.94,3.34,0.26,3.08,154.62
2019,10,28,88.41,1.11,2.85,0.08,2.77,172.38,1.27,2.76,0.06,2.7,191.25
2019,10,29,88.42,1.25,2.64,0.16,2.48,139.69,1.55,2.83,0.27,2.55,138.06
2019,10,30,88.31,1.25,3.06,0.21,2.84,167.25,1.54,3.26,0.3,2.95,165.5
2019,10,31,88.24,1.5,2.92,0.55,2.38,151.5,1.91,3.17,0.83,2.34,151.88
2019,11,1,88.28,1.48,2.73,0.41,2.32,159.56,1.78,2.78,0.59,2.2,159.69
2019,11,2,88.36,1.39,2.47,0.41,2.05,117.12,1.6,2.35,0.52,1.84,131.31
2019,11,3,88.36,1.3,2.71,0.51,2.2,113.94,1.55,2.79,0.67,2.12,158
2019,11,4,88.28,1.63,3.29,0.59,2.7,174.12,2.3,4.21,0.92,3.29,187.5
2019,11,5,88.08,1.4,3.46,0.17,3.28,178.5,2,4.37,0.17,4.19,194.19
2019,11,6,88.08,1.61,3.15,0.3,2.84,113,1.98,3.26,0.45,2.8,112.62
2019,11,7,88.19,1.44,2.58,0.46,2.12,102.25,1.67,2.52,0.62,1.89,101.94
2019,11,8,88.38,1.31,2.31,0.55,1.76,94.81,1.64,2.48,0.62,1.85,94.06
2019,11,9,88.33,1.45,2.66,0.77,1.88,110.75,1.86,2.75,1.09,1.66,111.25
2019,11,10,88.27,1.5,2.91,0.58,2.34,142.12,2.02,3.02,0.84,2.17,143.06
2019,11,11,88.11,1.53,3.1,0.17,2.92,204.81,2.17,3.62,0.36,3.27,206.44
2019,11,12,88.32,1.48,3.14,0.31,2.83,138,1.77,3.23,0.38,2.86,140.06
2019,11,13,88.54,1.46,2.7,0.5,2.2,109.06,1.68,2.61,0.78,1.83,111.12
2019,11,14,88.6,1.33,2.66,0.23,2.42,102.75,1.45,2.48,0.44,2.04,100.44
2019,11,15,88.43,1.29,2.76,0.48,2.27,168.62,1.48,2.87,0.55,2.32,167.69
2019,11,16,88.34,1.28,3.15,0.19,2.96,118.94,1.5,3.38,0.2,3.19,138.69
2019,11,17,88.29,1.41,3.05,0.13,2.92,153.5,1.76,3.4,0.1,3.29,157.88
2019,11,18,88.34,1.23,2.75,0.24,2.5,168.44,1.5,2.89,0.42,2.47,166.31
2019,11,19,88.31,1.19,2.75,0.05,2.69,186.06,1.58,3.08,0.09,2.99,191.75
2019,11,20,88.43,1.09,2.64,0.06,2.58,134.12,1.26,2.57,0.09,2.48,150.06
2019,11,21,88.52,1.34,2.91,0.3,2.61,153.81,1.66,3.2,0.49,2.71,155.5
2019,11,22,88.53,1.38,2.91,0.17,2.73,160.75,1.67,2.98,0.29,2.7,160.38
2019,11,23,88.45,1.16,2.99,0.02,2.96,148.81,1.44,3.28,0.1,3.18,167.56
2019,11,24,88.39,1.09,2.55,0.1,2.45,127.94,1.3,2.69,0.14,2.55,132
2019,11,25,88.52,1.14,2.28,0.38,1.9,111.44,1.34,2.18,0.46,1.72,111.06
2019,11,26,88.5,1.24,2.61,0.38,2.23,118.5,1.42,2.63,0.34,2.29,122
2019,11,27,88.57,1.41,2.48,0.05,2.43,105.88,1.59,2.37,0.07,2.29,112.19
2019,11,28,88.56,1.45,2.52,0.43,2.08,124.12,1.72,2.63,0.53,2.09,125.44
2019,11,29,88.46,1.52,2.62,0.23,2.39,110.44,1.89,2.94,0.33,2.61,113.12
2019,11,30,88.39,1.62,2.82,0.48,2.33,107.19,2.12,3.32,0.6,2.72,107.88
2019,12,1,88.43,1.66,2.97,0.77,2.2,106.94,2.08,3.12,1.12,2.01,108.81
2019,12,2,88.47,1.45,2.87,0.21,2.66,112.94,1.74,2.93,0.29,2.65,113.31
2019,12,3,88.43,1.56,3.15,0.38,2.77,125.12,2,3.48,0.66,2.81,126.81
2019,12,4,88.69,1.53,3.08,0.49,2.59,97.31,1.8,3.34,0.74,2.6,100.38
2019,12,5,88.88,1.73,2.61,0.63,1.98,79.5,2.04,2.96,0.84,2.12,93
2019,12,6,88.83,1.22,2.28,0.32,1.96,94.69,1.41,2.36,0.58,1.78,97.31
2019,12,7,88.72,1.1,2.19,0.03,2.16,93.31,1.3,2.32,0.04,2.28,96.69
2019,12,8,88.66,1.43,2.77,0.54,2.23,90.44,1.71,2.81,0.71,2.1,89.62
2019,12,9,88.59,1.36,3.12,0.12,3,118.19,1.58,3.07,0.21,2.86,117.06
2019,12,10,88.37,1.45,3.09,0.3,2.8,113.94,1.8,3.3,0.52,2.78,114
2019,12,11,88.29,1.4,2.81,0.47,2.35,113.56,1.8,3.12,0.67,2.45,113.25
2019,12,12,88.46,1.21,2.09,0.72,1.38,98.69,1.51,2.09,0.94,1.16,98.88
2019,12,13,88.62,1.23,2.14,0.4,1.74,168.69,1.52,2.71,0.49,2.21,168.25
2019,12,14,88.66,1.34,2.06,0.32,1.74,90.25,1.84,3.04,0.45,2.59,105.06
2019,12,15,88.56,1.48,2.32,0.4,1.92,143.75,1.8,2.56,0.42,2.14,144.38
2019,12,16,88.46,1.66,3.2,0.15,3.05,156.31,2.2,3.8,0.38,3.43,157.44
2019,12,17,88.48,1.66,3.35,0.41,2.94,108.62,2.17,3.77,0.66,3.1,109.5
2019,12,18,88.53,1.66,3.37,0.43,2.93,110.75,1.97,3.31,0.7,2.61,112.25
2019,12,19,88.39,1.31,2.88,0.3,2.58,121.12,1.52,2.91,0.34,2.57,123.75
2019,12,20,88.22,1.35,3.45,0.24,3.2,141.88,1.64,3.7,0.46,3.23,141
2019,12,21,88.23,1.31,3.32,0.23,3.09,139.75,1.65,3.54,0.45,3.09,145.81
2019,12,22,88.24,1.48,3.78,0.1,3.69,141.19,1.83,4.13,0.16,3.98,146.75
2019,12,23,88.36,1.59,2.99,0.36,2.63,110.44,1.95,3.09,0.62,2.47,111.88
2019,12,24,88.42,1.55,3.3,0.45,2.86,122.19,1.87,3.61,0.59,3.02,123.62
2019,12,25,88.32,1.51,3.01,0.29,2.72,106.38,1.84,3.02,0.48,2.54,107
2019,12,26,88.3,1.75,3.09,0.54,2.55,94.94,2.2,3.21,0.69,2.52,96.25
2019,12,27,88.21,1.55,3.58,0.04,3.54,139.81,1.95,3.82,0.25,3.57,135.69
2019,12,28,88.42,1.19,2.75,0.31,2.45,147.5,1.32,2.69,0.3,2.38,156.44
2019,12,29,88.49,1.49,2.74,0.62,2.12,111.75,1.7,2.8,0.53,2.27,114.19
2019,12,30,88.58,1.63,2.78,0.75,2.03,86.88,1.88,2.82,1.07,1.75,87.12
2019,12,31,88.67,1.87,3.31,0.82,2.49,71.12,2.27,3.8,1.13,2.67,70.06
2020,1,1,88.84,1.66,2.82,1.01,1.8,105.94,2.16,3.4,1.19,2.21,105.5
2020,1,2,88.93,1.52,2.13,0.14,2,126.5,2,3.18,0.14,3.04,128.38
2020,1,3,88.6,1.19,2.09,0.41,1.68,117.69,1.45,2.51,0.35,2.16,130.56
2020,1,4,88.31,1.59,2.88,0.34,2.55,180.69,2,3.06,0.49,2.57,196.12
2020,1,5,88.19,1.73,3.2,0.4,2.8,130.31,2.33,3.68,0.22,3.47,170.94
2020,1,6,88.49,1.5,2.99,0.3,2.69,160.94,1.66,2.84,0.42,2.42,166.94
2020,1,7,88.38,1.73,3.36,0.2,3.15,128.12,2.01,3.66,0.36,3.3,144.62
2020,1,8,88.34,1.6,3.35,0.56,2.78,110.38,1.9,3.49,0.67,2.82,111.5
2020,1,9,88.3,1.62,3.39,0.14,3.26,157.88,2.01,3.48,0.12,3.35,157.38
2020,1,10,88.31,1.52,4.05,0.05,3.99,191.44,1.86,4.41,0.16,4.25,207.25
2020,1,11,88.43,1.77,3.71,0.52,3.2,121.56,2.11,3.83,0.63,3.2,122.25
2020,1,12,88.31,1.62,3.27,0.38,2.9,143.94,1.86,3.09,0.41,2.68,144.19
2020,1,13,88.14,1.37,3.48,0.02,3.47,121.12,1.52,3.34,0.32,3.02,118
2020,1,14,88.19,1.49,3.64,0.12,3.52,117.38,1.75,3.91,0.07,3.84,128.62
2020,1,15,88.32,1.61,3.45,0.06,3.38,127.31,1.97,3.59,0.14,3.45,128.25
2020,1,16,88.34,1.71,3.41,0.45,2.96,116.5,2.17,3.74,0.7,3.04,118.81
2020,1,17,88.48,1.71,2.77,0.34,2.43,131.44,2.23,3,0.52,2.48,119.12
2020,1,18,88.36,1.56,3.32,0.42,2.9,114.44,2.14,4,0.77,3.23,132.06
2020,1,19,88.27,1.64,3.61,0.36,3.24,208.94,2.11,3.94,0.74,3.19,209
2020,1,20,88.27,1.68,3.49,0.55,2.93,118,1.98,3.55,0.74,2.8,149.12
2020,1,21,88.46,1.66,3.77,0.24,3.53,123.56,1.97,3.98,0.3,3.68,127.44
2020,1,22,88.44,1.77,3.88,0.09,3.8,128.88,2.2,4.37,0.11,4.26,131.88
2020,1,23,88.18,1.97,3.63,0.37,3.27,137.12,2.53,4.33,0.62,3.71,137.06
2020,1,24,88.25,1.92,3.77,0.41,3.36,125.94,2.35,3.9,0.4,3.5,127.62
2020,1,25,88.34,1.64,3.23,0.19,3.04,127,1.81,3.22,0.06,3.16,128.25
2020,1,26,88.12,1.7,3.78,0.29,3.49,128.19,2.03,4.09,0.48,3.62,128.12
2020,1,27,88.04,1.74,3.66,0.41,3.25,125.81,2.09,3.91,0.67,3.24,126.88
2020,1,28,88.14,1.96,3.72,0.66,3.05,128.44,2.47,3.88,0.99,2.88,128.19
2020,1,29,88.38,1.76,3.31,0.52,2.79,114.88,2.24,3.26,0.78,2.48,115
2020,1,30,88.2,1.54,2.73,0.76,1.98,166.19,2.05,3.05,0.93,2.12,165.81
2020,1,31,88.14,1.85,4.23,0.13,4.1,163.69,2.33,4.63,0.23,4.4,164.69
2020,2,1,88.34,2,3.63,1.03,2.6,156,2.54,3.93,1.2,2.73,155.81
2020,2,2,88.41,1.92,3.83,0.41,3.42,121.31,2.3,4.08,0.66,3.41,122.94
2020,2,3,88.52,1.91,3.8,0.38,3.41,108.38,2.22,3.57,0.52,3.05,124.19
2020,2,4,88.4,1.66,3.29,0.35,2.94,135.69,1.92,3.38,0.57,2.8,134.62
2020,2,5,88.15,1.94,4.24,0.07,4.16,150,2.49,4.8,0.19,4.62,164.12
2020,2,6,88.34,1.9,3.77,0.18,3.58,147.94,2.27,3.98,0.34,3.64,149.94
2020,2,7,88.5,1.93,3.62,0.21,3.41,107.06,2.27,3.66,0.28,3.39,108.5
2020,2,8,88.59,1.98,3.43,0.43,3,101.19,2.4,3.61,0.49,3.12,103.19
2020,2,9,88.6,2.09,4.29,0.65,3.64,123.31,2.52,4.54,0.88,3.67,123.44
2020,2,10,88.51,1.91,3.74,0.51,3.23,130.12,2.3,4.02,0.81,3.2,130.75
2020,2,11,88.53,1.93,3.91,0.36,3.55,119.75,2.19,3.7,0.27,3.43,120.69
2020,2,12,88.47,1.95,4.16,0.17,3.98,135.94,2.25,4.14,0.26,3.88,139.62
2020,2,13,88.25,2.12,4.62,0.48,4.15,139.69,2.48,4.84,0.69,4.15,141.12
2020,2,14,87.92,2.01,4.24,0.43,3.81,143.44,2.4,4.18,0.62,3.55,142.88
2020,2,15,88.11,2.03,4.19,0.37,3.82,138.19,2.46,4.11,0.59,3.52,140.31
2020,2,16,88.4,1.54,3.91,0.37,3.54,173.69,1.8,3.74,0.4,3.34,187.06
2020,2,17,88.43,1.54,3.62,0.34,3.27,156.06,1.84,3.67,0.38,3.29,171
2020,2,18,88.26,2.08,4.72,0.35,4.37,120.69,2.45,5.12,0.62,4.5,122.19
2020,2,19,88.5,1.91,3.62,0.2,3.41,114.75,2.31,3.46,0.38,3.09,114.5
2020,2,20,88.57,1.79,3.26,0.41,2.85,107.06,2.2,3.21,0.61,2.6,108.12
2020,2,21,88.81,1.67,3.12,0.37,2.76,104.25,1.95,2.87,0.41,2.46,104.06
2020,2,22,88.83,1.56,2.82,0.3,2.51,106.62,1.82,2.91,0.47,2.45,107.81
2020,2,23,88.66,2.03,3.34,0.61,2.73,145.69,2.49,3.38,0.8,2.59,145.38
2020,2,24,88.41,1.84,2.52,0.24,2.27,105.19,2.54,4.34,0.34,4.01,106
2020,2,25,88.35,1.88,3.41,0.56,2.85,87.75,2.66,4.02,1.11,2.91,87.38
2020,2,26,88.36,1.8,3.28,0.34,2.95,91.25,2.29,3.61,0.64,2.97,91.19
2020,2,27,88.37,1.8,4.12,0.32,3.8,129.12,2,4.36,0.37,3.99,130
2020,2,28,88.36,1.83,3.62,0.34,3.29,106.5,1.96,3.32,0.48,2.84,108.38
2020,2,29,88.26,1.87,3.6,0.24,3.36,112.12,2.15,3.55,0.34,3.2,111.75
2020,3,1,88.24,2.11,3.76,0.66,3.1,144.75,2.55,3.84,0.49,3.35,147.38
2020,3,2,88.16,2.23,3.41,0.53,2.89,161.38,3.02,4.05,0.51,3.54,164
2020,3,3,88.08,2.3,4.66,0.7,3.96,259.19,3.14,5.59,1.04,4.55,260.5
2020,3,4,88.22,1.74,3.09,0.13,2.95,111.94,2.33,3.51,0.17,3.34,112.88
2020,3,5,88.22,1.84,2.99,0.33,2.67,138.44,2.37,3.71,0.43,3.29,138.75
2020,3,6,88.33,1.76,3.23,0.39,2.84,148.56,2.16,3.61,0.53,3.08,150.69
2020,3,7,88.35,1.84,4.17,0.58,3.59,168.62,2.25,4.3,0.81,3.48,140.12
2020,3,8,88.12,2.61,5.41,0.73,4.69,208.94,3.57,6.53,0.87,5.66,210.75
2020,3,9,88.07,2.2,4.62,0.58,4.04,172.56,2.68,4.87,0.65,4.21,174.44
2020,3,10,88.15,1.95,4.09,0.5,3.59,159.56,2.36,4.42,0.88,3.54,159.5
2020,3,11,88.15,2.33,4.7,0.12,4.58,131.62,2.91,5.34,0.11,5.23,148.31
2020,3,12,88.36,2.1,4.16,0.32,3.84,145.81,2.62,4.38,0.32,4.05,148.56
2020,3,13,88.53,1.94,3.38,0.45,2.92,153.94,2.35,3.3,0.73,2.58,156.88
2020,3,14,88.43,1.7,3.64,0.34,3.3,128.94,2.37,4.13,0.89,3.24,129.12
2020,3,15,88.36,2.07,3.75,0.16,3.59,132.75,2.69,4.54,0.2,4.34,132.5
2020,3,16,88.34,2.27,4.42,0.52,3.9,142.56,2.89,5.11,0.85,4.26,143.19
2020,3,17,88.42,2.13,3.8,0.75,3.05,156.31,2.59,4.11,1.15,2.96,156.81
2020,3,18,88.25,2.42,4.48,0.98,3.5,167.94,3.24,5.51,1.39,4.12,169.81
2020,3,19,88.15,2.24,3.96,1.04,2.92,193.75,2.99,4.63,1.33,3.3,195.12
2020,3,20,88.14,1.88,3.99,0.29,3.71,198.56,2.54,4.61,0.11,4.5,200.44
2020,3,21,88.22,1.88,3.85,0.8,3.05,222.56,2.64,4.62,1.16,3.45,221.31
2020,3,22,88.33,1.53,2.6,0.62,1.98,156.44,1.98,3.02,1.05,1.96,158.69
2020,3,23,88.25,1.79,3.27,0.48,2.8,144.81,2.34,3.71,0.34,3.38,145.88
2020,3,24,88.13,2.21,4.55,0.52,4.03,153.81,2.75,5.05,0.56,4.48,155.81
2020,3,25,88.04,1.93,3.95,0.21,3.73,213.5,2.55,4.84,0.23,4.61,218.44
2020,3,26,88.12,1.7,3.88,0.06,3.82,178.62,2.09,4.23,0.17,4.06,192.75
2020,3,27,88.23,2.02,3.93,0.26,3.68,112.19,2.61,3.91,0.33,3.58,113.69
2020,3,28,87.97,2.65,5.33,1.25,4.07,176,3.83,7.16,1.2,5.95,177.94
2020,3,29,87.87,2.53,5.02,0.35,4.66,168.94,3.23,5.87,0.49,5.38,199.25
2020,3,30,88.02,2.59,5.09,0.69,4.39,144.94,3.26,5.8,1.15,4.66,145.88
2020,3,31,88.17,2.24,4.08,0.14,3.94,118.06,2.75,4.08,0.23,3.84,120.38
2020,4,1,88.05,2.05,3.73,0.42,3.31,153.31,2.71,4,0.7,3.3,153.88
2020,4,2,87.92,2.52,4.62,0.66,3.95,177.81,3.62,6.03,0.87,5.17,193.81
2020,4,3,88.08,2.46,4.2,0.05,4.16,189,3.3,5.1,0.45,4.66,193.25
2020,4,4,88.21,2.33,4.34,0.16,4.16,141.19,2.94,5.07,0.07,5,154.25
2020,4,5,88.22,2.27,4.23,0.64,3.59,149.5,3,4.94,0.61,4.33,152.81
2020,4,6,88.13,2,3.86,0.66,3.2,115.69,2.45,4.07,0.84,3.23,118.5
2020,4,7,87.96,2.36,4.59,0.58,4.01,147.25,3.2,5.73,0.84,4.89,164.81
2020,4,8,88.12,2.27,4.12,0.24,3.88,144.94,2.88,4.46,0.44,4.03,144
2020,4,9,88.11,1.88,3.38,0.55,2.84,168.06,2.6,3.86,0.48,3.38,156
2020,4,10,88.34,1.98,3.84,0.78,3.05,157.25,2.59,4.02,1.09,2.92,159.12
2020,4,11,88.41,1.95,3.88,0.19,3.7,130,2.49,3.98,0.66,3.34,132.25
2020,4,12,88.3,2.01,4.3,0.31,3.98,123.5,2.62,4.98,0.81,4.16,127.12
2020,4,13,88.21,1.95,4.16,0.34,3.8,132.06,2.41,4.39,0.48,3.92,134.56
2020,4,14,88.32,1.48,2.55,0.48,2.09,122.12,1.81,2.64,0.69,1.95,134.56
2020,4,15,88.31,1.55,2.55,0.34,2.2,121.5,1.99,3.52,0.57,2.95,123.56
2020,4,16,88.11,1.82,2.95,0.69,2.26,99.38,2.53,3.97,1.19,2.78,97.94
2020,4,17,88.06,2.12,4.05,0.37,3.68,129.62,2.77,4.03,0.59,3.44,129.62
2020,4,18,88.07,2.26,4.14,0.52,3.62,148.56,3.24,4.91,0.45,4.45,152.62
2020,4,19,88.01,2.34,4.62,0.49,4.12,223.44,3.29,5.97,0.95,5.02,224.31
2020,4,20,88.12,1.95,3.69,0.17,3.52,214.5,2.6,4.55,0.24,4.3,189.06
2020,4,21,88.14,1.66,4.29,0.2,4.09,174.44,2.46,5.24,0.41,4.83,164
2020,4,22,88.05,1.61,3.89,0.05,3.84,163.94,2.15,4.72,0.38,4.34,152.44
2020,4,23,88.03,1.8,4.3,0.27,4.03,128.56,2.53,5.12,0.23,4.89,145.69
2020,4,24,87.99,1.96,3.73,0.41,3.32,162.62,2.77,4.23,1.32,2.91,136.38
2020,4,25,88.08,1.91,3.71,0.54,3.17,158.44,2.47,3.86,1.12,2.73,157.44
2020,4,26,88.33,1.93,3.29,0.92,2.37,111.12,2.7,3.62,1.59,2.02,109
2020,4,27,88.44,1.99,3.64,0.61,3.03,114.31,2.41,3.61,1.06,2.55,113.12
2020,4,28,88.35,1.86,3.68,0.62,3.06,86.81,2.37,3.79,1.12,2.66,84.56
2020,4,29,88.11,2.02,3.9,0.4,3.49,158.56,2.59,4.34,0.48,3.86,162.19
2020,4,30,88.24,1.33,2.76,0.09,2.68,188.94,1.58,2.7,0.16,2.53,175.88
2020,5,1,88.15,2.08,3.83,0.32,3.51,128.19,2.59,4.06,0.51,3.55,127
2020,5,2,88.07,1.54,2.84,0.61,2.23,159.69,1.9,2.87,0.84,2.03,157.12
2020,5,3,88.04,2.1,4.1,0.29,3.8,140,2.55,4.66,0.38,4.27,140.81
2020,5,4,88.11,2.49,5.17,0.18,4.99,191.62,3.4,6.01,0.25,5.76,177.75
2020,5,5,88.05,2.05,3.8,0.77,3.03,239.94,2.66,3.97,1.09,2.88,241.88
2020,5,6,88.01,2.16,3.61,0.54,3.07,216.75,2.66,3.95,0.53,3.41,216.5
2020,5,7,88,2.39,4.69,0.5,4.18,225.31,3.25,5.69,0.72,4.97,214.5
2020,5,8,87.98,2.05,4.5,0.46,4.05,234.94,2.7,5.45,0.59,4.86,252.25
2020,5,9,88.14,1.85,3.6,0.17,3.44,184.5,2.16,3.38,0.36,3.02,184.75
2020,5,10,88.23,1.85,3.54,0.3,3.24,139.81,2.32,3.59,0.34,3.25,138.75
2020,5,11,88.19,1.93,3.68,0.21,3.47,135.38,2.31,3.64,0.32,3.32,133.12
2020,5,12,88.02,1.95,4.59,0.4,4.2,172.12,2.64,5.73,0.8,4.93,188.19
2020,5,13,87.87,2.41,5.16,0.2,4.97,193.56,3.66,6.65,0.4,6.25,208.88
2020,5,14,88,1.69,3.4,0.39,3.02,209.75,2.16,3.62,0.73,2.9,210.62
2020,5,15,87.8,2.41,4.61,0.77,3.84,184.62,3.2,5.3,1.34,3.97,185.88
2020,5,16,87.72,1.8,3.94,0.2,3.74,217.44,2.36,4.88,0.3,4.58,219.12
2020,5,17,87.81,1.8,3.66,0.14,3.52,128.06,2.27,3.55,0.38,3.18,130.62
2020,5,18,87.68,1.79,3.27,0.17,3.1,132.88,2.12,3.27,0.28,2.99,134.31
2020,5,19,87.6,1.98,4.09,0.66,3.43,115.12,2.58,5,0.86,4.14,115.69
2020,5,20,87.48,1.79,3.55,0.48,3.06,85.44,2.34,3.88,0.59,3.28,82.12
2020,5,21,87.22,2.28,3.64,0.66,2.98,56.81,3.57,5.6,1.27,4.33,54.69
2020,5,22,87.6,1.1,2.1,0.23,1.88,221.75,1.3,1.94,0.48,1.46,191.94
2020,5,23,87.83,1.77,3.88,0.09,3.79,172.38,2.16,4.27,0.38,3.9,170.81
2020,5,24,87.66,2.26,4.98,0.15,4.84,228.38,3.09,6.54,0.12,6.41,231.88
2020,5,25,87.72,1.79,3.59,0.54,3.05,197.31,2.37,4.54,0.89,3.65,186.38
2020,5,26,87.71,1.34,3.3,0.09,3.21,204.56,1.63,3.29,0.07,3.22,176
2020,5,27,87.78,2.74,6.25,0.31,5.94,108.88,3.87,7.93,0.77,7.16,111.75
2020,5,28,87.9,1.54,2.8,0.17,2.63,115.5,1.84,2.74,0.27,2.48,128.25
2020,5,29,87.95,1.87,3.02,0.51,2.51,106.94,2.21,3.16,0.74,2.41,107.12
2020,5,30,88,2.01,3.38,0.97,2.41,140.06,2.44,3.26,1.38,1.88,139.88
