YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2021,3,1,88.16,2.28,4.57,0.59,3.98,143.81,3.03,5.42,0.95,4.47,146.38
2021,3,2,88.2,2.38,4.44,0.95,3.49,136.31,3.09,5.43,1.16,4.26,137.56
2021,3,3,88.21,1.86,3.67,0.29,3.39,121.88,2.16,3.86,0.16,3.7,125.06
2021,3,4,88.14,2.06,4.21,0.56,3.65,164.38,2.5,4.78,0.8,3.97,163.94
2021,3,5,88.02,2.36,5.21,0.39,4.82,195.5,3.22,6.86,0.73,6.12,211.19
2021,3,6,88.12,2.18,4.54,0.39,4.15,209.69,2.81,5.37,0.09,5.28,212.38
2021,3,7,88.3,2.18,3.76,1.22,2.54,100.62,2.7,3.8,1.91,1.88,103.44
2021,3,8,88.4,2.1,3.79,0.48,3.3,109.56,2.58,3.75,0.7,3.05,110.81
2021,3,9,88.28,2.22,3.91,0.4,3.51,118.19,2.77,4.12,0.52,3.6,121.06
2021,3,10,88.29,2.14,4.46,0.34,4.11,131,2.73,4.95,0.33,4.63,148.5
2021,3,11,88.41,2.2,3.91,0.28,3.63,137.94,2.79,4.19,0.16,4.03,141.31
2021,3,12,88.55,2.14,3.91,0.58,3.34,154.69,2.6,4.17,0.8,3.38,157.88
2021,3,13,88.41,2.38,4.26,0.52,3.74,162.19,3.05,4.9,0.38,4.52,178.69
2021,3,14,88.18,2.38,4.66,0.72,3.94,240,3.01,5.67,0.86,4.81,240.94
2021,3,15,88.13,1.92,3.98,0.3,3.69,172.75,2.25,4.29,0.25,4.04,201.31
2021,3,16,88.13,2.24,3.96,0.83,3.13,171.19,2.76,4.47,1.01,3.46,171.81
2021,3,17,88.11,2.2,4.1,0.68,3.41,137.62,2.67,4.58,0.72,3.86,168.69
2021,3,18,88.13,2.18,3.77,0.34,3.43,142.88,2.72,3.79,0.48,3.31,143.94
2021,3,19,88.07,2.04,3.58,0.23,3.35,102.31,2.46,3.6,0.29,3.31,106.25
2021,3,20,87.84,2.62,4.36,1.05,3.3,159.94,3.68,5.44,0.89,4.55,162.62
2021,3,21,87.93,2.5,4.39,1.2,3.2,215.44,3.2,4.98,1.75,3.24,229.5
2021,3,22,88.21,2.48,4.49,0.63,3.86,144.5,3.21,5.46,1.12,4.34,160.69
2021,3,23,88.27,2.39,4.23,0.43,3.8,169.06,3.2,5.12,0.31,4.81,172.62
2021,3,24,88.03,2.89,6.16,0.51,5.66,279.75,4.15,7.96,0.59,7.37,276.25
2021,3,25,87.93,2.59,5.45,0.66,4.8,274.44,3.56,6.79,1.02,5.76,269.69
2021,3,26,88.02,2.43,4.87,0.8,4.07,181.12,2.98,5.54,1,4.54,182.38
2021,3,27,88.1,2.16,3.8,0.62,3.18,150.75,2.58,3.75,1.05,2.7,154.75
2021,3,28,88,2.01,3.91,0.41,3.51,172.75,2.41,4.12,0.48,3.63,142.12
2021,3,29,87.83,2.06,3.73,0.41,3.33,98.38,2.66,4.09,0.45,3.63,101
2021,3,30,87.45,2.34,4.42,0.81,3.61,90,3.17,5.21,0.84,4.37,108.06
2021,3,31,87.26,1.98,4.35,0.08,4.28,125.44,2.52,4.98,0.09,4.89,129.19
2021,4,1,87.42,2.48,4.6,0.6,4,160.5,3.23,5.45,0.59,4.87,161.94
2021,4,2,87.76,2.02,3.83,0.8,3.02,191.06,2.53,4.36,0.93,3.43,191.56
2021,4,3,87.96,2.2,3.78,0.73,3.04,182.19,2.71,4.09,0.71,3.38,212.94
2021,4,4,88.04,2.48,4.4,0.5,3.9,127.5,3.13,5.24,0.3,4.95,129.25
2021,4,5,88.27,2.52,4.2,0.34,3.86,102.75,3.15,4.43,0.69,3.74,105.31
2021,4,6,88.21,2.27,4.01,0.89,3.12,108.19,2.82,4.39,0.94,3.45,111.56
2021,4,7,88.22,2.15,4.33,1.11,3.23,109.62,2.71,4.51,1.62,2.89,110.88
2021,4,8,88.04,2.16,4.31,0.06,4.25,119.38,2.78,4.66,0.08,4.58,129.62
2021,4,9,88.06,2.31,4.58,0.1,4.48,113.81,2.98,5.11,0.32,4.79,132.38
2021,4,10,88.09,2.48,4.9,0.64,4.26,168.31,3.4,6.31,0.72,5.59,171.44
2021,4,11,88.19,2.6,4.8,0.91,3.89,223.94,3.41,6.11,1.07,5.05,237.5
2021,4,12,88.25,2.35,4.29,0.75,3.54,228.5,3.02,5.05,1.27,3.79,227.81
2021,4,13,88.17,2.28,4.53,0.43,4.1,214.12,2.98,5.66,0.62,5.03,212.5
2021,4,14,88.13,2.35,4.38,0.34,4.05,107.75,3.01,4.92,0.6,4.32,114.06
2021,4,15,88.02,2.27,4.27,0.83,3.45,103.5,2.8,4.45,1.1,3.34,107.31
2021,4,16,88.04,1.91,3.77,0.62,3.15,100.75,2.4,4.04,0.95,3.09,104.44
2021,4,17,88.18,1.88,3.59,0.37,3.22,115.44,2.49,3.82,0.68,3.13,121.62
2021,4,18,88.06,2.28,4.3,0.8,3.49,173,3.16,5.05,0.79,4.27,177.19
2021,4,19,87.8,2.16,4.25,0.28,3.97,220.06,2.7,4.9,0.38,4.52,219.38
2021,4,20,87.91,2.38,4.16,0.7,3.46,107.31,3.05,4.44,0.75,3.69,110.81
2021,4,21,88.1,2.09,3.86,0.57,3.29,102.44,2.66,4.05,0.98,3.06,104.88
2021,4,22,88.15,1.41,2.17,0.65,1.52,222.12,1.97,3.07,0.74,2.32,225.5
2021,4,23,87.99,2.63,4.79,0.56,4.23,171.25,3.3,5.38,0.66,4.72,187.62
2021,4,24,87.99,2.26,4.36,0.23,4.13,130.56,2.86,4.77,0.27,4.52,119.69
2021,4,25,88.03,2.01,3.56,0.36,3.2,100.44,2.38,3.58,0.56,3.01,104
2021,4,26,88.02,2.41,4.12,0.88,3.25,165,3.05,4.56,0.98,3.58,167.56
2021,4,27,88.1,2.12,3.51,0.22,3.29,120.88,2.57,3.6,0.24,3.36,123.12
2021,4,28,88.28,2.17,3.29,0.68,2.61,100.62,2.88,4.12,0.92,3.2,103.88
2021,4,29,88.28,1.87,3.17,0.27,2.9,127.94,2.37,3.93,0.46,3.47,129.69
2021,4,30,88.14,2.04,3.55,0.16,3.39,125.44,2.58,3.79,0.2,3.59,124.19
2021,5,1,88.17,1.77,3.58,0.58,3,102.94,2.35,4.02,0.79,3.23,106.94
2021,5,2,88.13,1.86,3.88,0.16,3.72,127.81,2.48,4.59,0.42,4.17,128.44
2021,5,3,87.96,1.87,4.2,0.27,3.94,137.44,2.55,5.41,0.38,5.04,130.31
2021,5,4,88.06,1.93,3.5,0.56,2.94,133.31,2.62,3.88,0.8,3.07,136
2021,5,5,88.09,1.76,3.69,0.34,3.35,172.75,2.24,4.25,0.5,3.75,173.75
2021,5,6,88.21,1.86,3.37,0.72,2.65,168.94,2.36,3.59,1.05,2.53,169.69
2021,5,7,88.24,2.15,4.24,0.7,3.55,182.19,3,4.93,1.34,3.59,185.88
2021,5,8,88.11,1.88,3.51,0.36,3.16,204.12,2.44,3.62,0.7,2.91,208.94
2021,5,9,88.01,1.69,4.06,0.33,3.73,203.38,2.11,4.69,0.41,4.27,192.88
2021,5,10,87.87,1.96,3.79,0.93,2.86,159.75,2.42,4.12,1.27,2.85,159.25
2021,5,11,87.86,2,3.8,0.79,3.02,232,2.72,4.37,1.12,3.25,233.19
2021,5,12,87.73,2.17,4.12,0.84,3.28,217.88,2.91,4.71,1.49,3.22,219.94
2021,5,13,87.7,1.98,4.39,0.23,4.16,191.38,2.49,5.23,0.37,4.87,194.06
2021,5,14,87.59,1.96,4.04,0.31,3.73,198.31,2.47,5.01,0.45,4.55,201.94
2021,5,15,87.74,2.23,4.79,0.44,4.35,237.75,3.11,6.23,1.05,5.19,227.44
2021,5,16,87.92,1.93,4.02,0.08,3.95,181.38,2.5,4.81,0.3,4.52,193.81
2021,5,17,87.91,1.91,4.01,0.3,3.71,158.88,2.39,4.56,0.36,4.2,164.06
2021,5,18,87.81,2.12,4.02,0.55,3.47,208.69,2.8,5.15,1.12,4.02,210.5
2021,5,19,87.67,2.23,4.78,0.66,4.12,216.94,2.94,5.71,0.98,4.73,218.25
2021,5,20,87.7,2.23,4.48,0.51,3.98,159,2.82,5.09,0.56,4.52,165
2021,5,21,87.7,2.06,4.19,0.04,4.15,215.88,2.82,5.05,0.14,4.91,216.62
2021,5,22,87.56,2.38,4.7,0.15,4.55,244.75,3.09,5.28,0.33,4.95,244.38
2021,5,23,87.67,1.85,3.73,0.38,3.35,191.88,2.05,3.84,0.48,3.35,206.69
2021,5,24,87.7,1.76,3.07,0.1,2.96,139.62,2.09,3.29,0.3,2.99,143.12
2021,5,25,87.59,1.46,2.18,0.9,1.28,108,1.91,2.22,1.37,0.85,104.38
2021,5,26,87.4,2.35,4.48,0.33,4.14,149.19,3.23,5.58,0.55,5.02,147.19
2021,5,27,87.7,2.38,4.12,1.05,3.05,104.12,3.43,5.29,1.97,3.32,101.75
2021,5,28,88.02,2.09,3.89,0.27,3.62,123.19,2.84,4.4,0.42,3.98,123.25
2021,5,29,87.89,2.35,4.51,0.46,4.05,154.25,3.05,5.26,0.59,4.66,157.19
2021,5,30,87.72,2.17,3.84,0.35,3.49,219.12,2.95,4.21,0.67,3.53,221.62
2021,5,31,87.41,3.01,4.58,0.64,3.94,146.62,4.3,6.15,1.03,5.12,145.62
2021,6,1,87.61,2.91,4.92,1.35,3.57,200.38,4.09,5.66,2.71,2.95,202.31
2021,6,2,87.7,2.33,4.01,0.79,3.21,231.5,3.26,4.53,1.34,3.19,234.12
2021,6,3,87.86,2.18,3.84,0.88,2.96,199.88,2.8,4.39,1.27,3.11,202.06
2021,6,4,87.83,2.28,4.4,0.19,4.21,231.38,3.1,5.4,0.5,4.9,233.94
2021,6,5,87.65,2.49,4.75,0.95,3.8,236.5,3.55,5.88,1.52,4.36,239.19
2021,6,6,87.56,2.82,5.54,0.6,4.93,237.19,4.27,7.31,1.07,6.24,239.56
2021,6,7,87.46,2.72,4.66,1.16,3.49,227.75,4.09,5.82,2.17,3.65,231.56
2021,6,8,87.47,1.88,3.28,0.88,2.4,193,2.41,3.36,1.23,2.12,210.75
2021,6,9,87.46,2.52,4.34,0.47,3.87,187,3.53,5.22,1.26,3.95,186.12
2021,6,10,87.47,1.68,3.04,0.15,2.89,195.69,2.28,4.14,0.22,3.92,196.31
2021,6,11,87.35,1.59,3.57,0.14,3.43,107.75,1.92,4.04,0.33,3.71,106.94
2021,6,12,87.47,1.55,3.24,0.54,2.7,80.81,2.12,3.57,0.95,2.62,79.31
2021,6,13,87.49,1.22,2.62,0.15,2.48,146.62,1.39,2.75,0.27,2.48,143.19
2021,6,14,87.28,1.97,4.75,0.52,4.23,113.19,2.58,6.08,0.92,5.16,111.25
2021,6,15,87.15,2.01,3.47,0.92,2.55,144.31,2.7,3.62,1.72,1.9,143.69
2021,6,16,87.23,2.28,4.1,0.47,3.63,154.5,3.18,4.91,1.19,3.73,151
2021,6,17,87.49,2.3,4.85,0.45,4.4,159.12,3.16,5.8,0.72,5.08,155
2021,6,18,87.64,2.58,4.5,1.18,3.32,163.06,3.52,5.05,2.13,2.91,158.31
2021,6,19,87.6,1.73,3.87,0.38,3.5,157.5,2.36,5.05,0.37,4.68,153
2021,6,20,87.6,1.87,3.66,0.5,3.16,160.88,2.4,3.94,0.73,3.21,158.75
2021,6,21,87.54,2.31,4.7,0.18,4.52,182.88,3,5.31,0.2,5.11,181.25
2021,6,22,87.62,2.15,4.03,0.22,3.8,203.12,2.69,4.32,0.3,4.02,202.25
2021,6,23,87.7,2.48,4.98,0.3,4.68,182.44,3.23,5.96,0.62,5.34,183.19
2021,6,24,87.6,2.38,4.43,0.27,4.16,191.62,3.09,4.78,0.59,4.18,190.06
2021,6,25,87.51,2.97,5.08,1.36,3.72,189.81,4.13,5.86,2.89,2.97,189.62
2021,6,26,87.66,2.59,5.43,0.31,5.12,184.44,3.28,6.54,0.56,5.98,183.12
2021,6,27,87.85,2.41,4.72,0.13,4.59,228,3.2,5.71,0.33,5.38,227.56
2021,6,28,87.64,3.55,5.51,1.3,4.21,214.56,4.91,6.81,2.8,4.01,217.44
2021,6,29,87.39,4.14,6.04,2.98,3.05,207.44,5.74,8.05,4.47,3.59,210.56
2021,6,30,87.34,2.95,5.18,1.08,4.1,203,4.14,6.5,1.79,4.71,206
2021,7,1,87.34,1.93,3.41,0.74,2.66,190.88,2.66,3.88,1.12,2.75,192.94
2021,7,2,87.4,2.94,4.88,1.29,3.59,191.31,4.27,6.09,2.79,3.3,192.25
2021,7,3,87.49,3.03,4.46,1.86,2.6,187.5,4.33,5.39,3.5,1.89,189.06
2021,7,4,87.65,1.95,2.7,1.06,1.64,205.44,2.77,4.57,0.93,3.63,208.19
2021,7,5,87.68,2.51,4.59,0.85,3.73,205.69,3.3,5.48,1.32,4.16,207.81
2021,7,6,87.45,3.29,5.48,0.73,4.75,208.81,4.48,6.95,1.15,5.8,210.19
2021,7,7,87.58,2.3,3.22,1.54,1.68,187.19,3.21,4.41,2.05,2.38,187.25
2021,7,8,87.7,2.16,3.15,0.93,2.23,177.12,2.91,3.79,1.62,2.16,174
2021,7,9,87.62,2.17,4.45,0.55,3.9,167.94,2.8,5,0.91,4.09,164.31
2021,7,10,87.64,2.05,3.98,0.23,3.75,191.06,2.67,4.62,0.41,4.22,189.12
2021,7,11,87.88,1.7,3.71,0.24,3.47,209.94,1.98,3.81,0.34,3.48,209.62
2021,7,12,87.96,1.34,2.51,0.38,2.13,168.88,1.59,2.53,0.45,2.09,166.31
2021,7,13,87.84,2.38,4.49,0.4,4.09,178.12,3.02,5.28,0.54,4.74,164.31
2021,7,14,87.81,2.54,4.88,0.91,3.97,185.06,3.45,5.96,1.2,4.77,185.94
2021,7,15,87.82,2.89,4.64,1.39,3.25,204.88,4.33,5.66,3.21,2.45,207.19
2021,7,16,87.88,3.22,5.16,0.99,4.16,202.12,4.33,6.2,1.8,4.4,204.06
2021,7,17,87.79,2.05,3.35,0.62,2.73,169.38,2.84,4.6,0.66,3.94,168.44
2021,7,18,87.58,2.98,4.81,1.41,3.41,207.94,4.27,5.73,2.82,2.91,210.81
2021,7,19,87.46,2.91,4.99,0.83,4.16,188.56,3.8,6.26,1.27,4.98,189.25
2021,7,20,87.47,1.84,4.43,0.3,4.12,172.25,2.48,5.42,0.41,5.01,171.56
2021,7,21,87.35,1.25,2.42,0.04,2.38,161,1.55,2.61,0.03,2.58,176.75
2021,7,22,87.26,1.95,3.41,0.47,2.95,216.38,2.57,3.98,0.66,3.33,216.75
2021,7,23,87.36,2.36,4.74,0.2,4.54,130.12,3.14,5.59,0.51,5.08,128.94
2021,7,24,87.42,2.48,4.16,0.94,3.23,128.69,3.54,4.7,1.77,2.92,129.44
2021,7,25,87.39,2.86,4.47,1.42,3.05,172.06,3.74,4.95,2.7,2.25,171.62
2021,7,26,87.22,2.37,4.63,0.44,4.2,209.56,3.12,5.68,0.78,4.9,210.12
2021,7,27,87.13,1.67,2.91,0.73,2.18,174.38,2.41,3.64,1.12,2.52,173.75
2021,7,28,87.15,1.12,2.38,0.41,1.98,152.19,1.53,2.62,0.47,2.15,149.81
2021,7,29,87.2,2,3.84,0.04,3.8,150.5,2.77,4.55,0.23,4.31,147.06
2021,7,30,87.42,2.19,4.09,1.01,3.09,108.94,3.23,4.91,1.88,3.02,107.06
2021,7,31,87.5,2.42,3.73,0.77,2.96,151.38,3.27,4.46,1.58,2.88,149.56
2021,8,1,87.4,2.51,4.49,1.17,3.31,184.81,3.35,5.11,2.35,2.76,184.5
2021,8,2,87.44,2.12,4.12,0.45,3.68,210.56,2.7,4.65,0.83,3.82,208.88
2021,8,3,87.52,1.52,2.65,0.44,2.21,233.31,1.93,2.95,0.43,2.52,231.44
2021,8,4,87.6,1.38,2.88,0.47,2.41,157.25,1.72,2.78,0.66,2.12,154.88
2021,8,5,87.46,1.7,3.01,0.63,2.38,213.81,1.97,3.05,0.73,2.3,226.81
2021,8,6,87.45,1.89,3.17,0.47,2.71,145.62,2.45,3.24,0.69,2.55,144.62
2021,8,7,87.62,2.57,5.38,0.83,4.55,206,3.38,6.71,1.44,5.28,207.88
2021,8,8,87.77,2.06,4.02,0.36,3.66,216.44,2.79,4.59,0.84,3.73,217.25
2021,8,9,87.72,2.27,4.12,0.2,3.93,213.44,2.98,4.62,0.4,4.22,215.19
2021,8,10,87.48,2.85,5.22,1.11,4.1,210.31,3.88,6.27,2.09,4.19,212.56
2021,8,11,87.54,2.02,3.32,1.27,2.05,198.75,2.88,3.6,2.11,1.49,199.81
2021,8,12,87.67,1.89,3.12,0.67,2.46,202.06,2.52,3.61,0.97,2.65,202.62
2021,8,13,87.46,2.88,3.8,1.19,2.61,189.31,3.96,5.22,2.36,2.86,189.94
2021,8,14,87.3,3.59,5.74,2.04,3.71,211.44,5.01,7.09,3.52,3.58,214.69
2021,8,15,87.56,2.29,3.12,1.3,1.81,208.94,3.39,4.57,2.59,1.98,212.5
2021,8,16,87.75,2.98,4.38,1.53,2.85,205.19,4.18,5.27,3.16,2.12,207.94
2021,8,17,87.84,2.46,4.14,0.46,3.68,195.25,3.33,4.96,0.6,4.36,197.06
2021,8,18,87.72,2.12,5.27,0.62,4.65,166.38,2.78,6.41,1.01,5.41,165.62
2021,8,19,87.77,2.37,4.7,0.54,4.16,139.19,3.19,5.45,0.81,4.63,138.5
2021,8,20,88.01,2.34,3.7,1.32,2.38,181.88,3.31,3.81,2.74,1.08,181.31
2021,8,21,88.08,2.76,4.93,1.36,3.57,205.75,3.91,5.74,2.67,3.07,207.88
2021,8,22,87.79,3.46,5.59,1.28,4.3,218.75,4.69,7.11,2.23,4.88,221.38
2021,8,23,87.65,2.85,5.47,1.3,4.17,193.88,4.15,7.05,2.24,4.81,196.69
2021,8,24,87.52,3.28,5.43,1.85,3.58,212.38,4.59,6.66,3.27,3.4,216.19
2021,8,25,87.25,3.94,5.76,2.23,3.53,202,5.29,7.16,3.7,3.46,204.81
2021,8,26,87.36,2.32,4.02,0.25,3.77,178.38,3.38,5.11,0.3,4.82,176.94
2021,8,27,87.67,1.8,2.83,0.31,2.52,145.12,2.3,4.15,0.32,3.83,143.38
2021,8,28,87.7,2.18,3.29,0.2,3.09,176.19,2.96,4.09,0.38,3.72,176.25
2021,8,29,87.84,1.47,2.87,0.25,2.62,115.19,1.96,3,0.45,2.55,112
2021,8,30,88.04,1.79,3.22,0.73,2.48,142.56,2.47,3.5,1.03,2.47,143.5
2021,8,31,88.08,2.06,4.26,0.53,3.73,187.69,2.77,5.04,0.95,4.09,189
2021,9,1,87.93,3.1,5.3,1.09,4.2,211.62,4.34,6.73,2.05,4.67,213.06
2021,9,2,87.86,3.21,5.66,0.41,5.26,205.19,4.69,7.62,0.54,7.07,206.38
2021,9,3,87.75,1.88,4.29,0.2,4.08,213.81,2.36,5.16,0.27,4.88,241.38
2021,9,4,87.62,2.31,4.24,0.44,3.8,213.38,3.15,5.09,0.73,4.37,215.25
2021,9,5,87.7,2.2,3.86,0.69,3.17,179.12,3.16,4.31,1.27,3.04,180.81
2021,9,6,88,1.14,1.65,0.27,1.37,130.5,1.77,3.13,0.29,2.84,113.5
2021,9,7,88.24,1.81,3.27,0.52,2.76,153.69,2.45,3.65,0.88,2.77,151.06
2021,9,8,88.01,1.95,4.05,0.38,3.68,146.5,2.53,5.02,0.55,4.47,145.12
2021,9,9,87.92,1.36,2.68,0.34,2.34,150.75,1.84,3.09,0.46,2.63,149.81
2021,9,10,87.93,1.72,2.9,0.41,2.48,86.38,2.41,3.34,0.71,2.62,82.81
2021,9,11,87.86,1.35,2.45,0.22,2.23,180.81,1.67,2.8,0.31,2.5,193.12
2021,9,12,87.64,1.79,3.25,0.73,2.52,136.75,2.38,3.38,1.19,2.19,119.38
2021,9,13,87.75,1.95,3.73,0.65,3.09,123.44,2.73,4.65,1.3,3.36,121.5
2021,9,14,88.06,1.39,2.73,0.27,2.46,102.56,1.91,3.59,0.03,3.56,88.19
2021,9,15,88.15,1.54,2.84,0.45,2.39,144.12,1.98,3.08,0.65,2.43,144.94
2021,9,16,87.88,1.54,2.73,0.34,2.39,150.19,2.04,3.2,0.54,2.66,163.94
2021,9,17,87.82,1.42,2.55,0.09,2.48,134.62,1.96,2.63,0.16,2.48,118.5
2021,9,18,87.9,2.02,3.77,0.78,2.98,159.19,2.78,4.5,1.11,3.38,145.06
2021,9,19,88.03,2.33,3.83,1.17,2.66,188.81,3.31,4.14,2.14,2.01,189.69
2021,9,20,88.02,1.97,3.41,0.42,2.99,177.56,2.91,3.81,0.76,3.05,177.88
2021,9,21,87.94,1.67,3.03,0.42,2.61,181.69,2.3,3.33,0.41,2.91,182.69
2021,9,22,87.88,1.93,3.8,0.41,3.38,201.56,2.6,4.3,0.73,3.56,199.44
2021,9,23,88.03,1.7,4.18,0.05,4.13,198.81,2.22,4.98,0.1,4.88,189.5
2021,9,24,88.06,1.73,3.17,0.53,2.64,161.12,2.27,3.49,0.94,2.55,146.5
2021,9,25,87.98,1.51,2.61,0.31,2.3,133.81,2.07,3.17,0.43,2.74,132.75
2021,9,26,87.98,1.88,3.16,0.45,2.7,128.44,2.69,3.7,0.69,3.01,126.75
2021,9,27,88.01,1.86,3.27,0.88,2.39,118.5,2.64,4.34,1.23,3.1,118
2021,9,28,88.14,1.56,2.98,0.27,2.71,151.31,2.29,3.38,0.38,3,148.44
2021,9,29,88.22,1.34,2.73,0.34,2.39,180.88,1.86,2.82,0.54,2.28,180.19
2021,9,30,88.24,1.68,3.52,0.31,3.21,232.88,2.09,3.91,0.25,3.67,233.38
2021,10,1,88.18,1.48,2.95,0.34,2.61,213,1.77,3.09,0.45,2.65,213.69
2021,10,2,88.11,1.13,2.69,0.41,2.28,121.31,1.34,2.88,0.49,2.38,121.25
2021,10,3,87.94,1.8,3.69,0.5,3.19,114.94,2.59,4.68,0.62,4.06,114.56
2021,10,4,87.88,2.83,4.4,1.79,2.61,98.38,4,5.42,2.86,2.56,97.5
2021,10,5,88.04,1.68,2.62,0.92,1.7,91.75,2.7,4.36,1.72,2.65,90.69
2021,10,6,88.02,1.52,2.45,0.51,1.95,122.81,2.24,2.66,1.22,1.45,118.81
2021,10,7,87.78,2.2,3.7,1.02,2.69,145.75,3.38,4.83,1.79,3.04,147.5
2021,10,8,87.71,2.08,3.8,0.53,3.27,206.69,3.08,4.5,0.73,3.77,210.75
2021,10,9,87.83,1.48,3.03,0.25,2.78,173.94,1.9,3.37,0.21,3.16,171.75
2021,10,10,87.92,1.39,2.88,0.23,2.65,184.75,1.71,2.95,0.27,2.68,180.88
2021,10,11,87.91,1.45,2.61,0.51,2.09,129.44,1.65,2.52,0.73,1.79,128.62
2021,10,12,87.88,1.54,2.64,0.04,2.6,133.56,1.8,2.71,0.14,2.57,134.75
2021,10,13,87.87,1.5,2.65,0.16,2.48,123.81,1.8,2.69,0.18,2.51,124.44
2021,10,14,87.91,1.45,2.73,0.48,2.25,127.12,1.8,2.81,0.67,2.14,125.75
2021,10,15,87.84,1.51,2.58,0.55,2.02,103.06,2.13,2.95,0.95,1.99,100.25
2021,10,16,88,1.69,3.08,0.65,2.43,113,2.52,3.52,1.27,2.25,111.25
2021,10,17,88.16,1.48,2.93,0.17,2.76,126.75,2.16,3.72,0.3,3.42,127.25
2021,10,18,88.16,1.27,2.23,0.16,2.07,127.19,2.02,3.67,0.29,3.38,116.19
2021,10,19,88.29,1.51,2.48,0.31,2.16,116.81,2.48,4.26,0.88,3.38,117.31
2021,10,20,88.14,2.34,4.86,0.53,4.33,177,3.73,6.77,1.38,5.39,179.31
2021,10,21,88.01,1.97,3.66,0.6,3.06,217.44,2.86,4.27,1.02,3.24,219.81
2021,10,22,88.22,1.53,3.26,0.23,3.03,190.81,2.12,3.5,0.52,2.98,192.44
2021,10,23,88.45,1.42,2.92,0.52,2.4,128.19,1.8,2.85,0.76,2.09,127.31
2021,10,24,88.47,1.35,2.47,0.13,2.34,134.5,1.69,2.46,0.2,2.26,135.12
2021,10,25,88.29,1.54,3.48,0.27,3.21,139.44,1.95,4.4,0.34,4.06,142.06
2021,10,26,88.22,1.82,3.52,0.78,2.74,178.06,2.6,4.12,1.06,3.06,180.94
2021,10,27,88.34,1.56,3,0.45,2.55,189.75,2.01,3.21,0.67,2.54,206.75
2021,10,28,88.43,1.56,2.66,0.16,2.49,129.81,1.95,2.84,0.19,2.65,132.25
2021,10,29,88.53,1.57,3.16,0.36,2.81,151.12,2.04,3.6,0.44,3.16,151.31
2021,10,30,88.41,1.59,3.23,0.09,3.14,187.62,2.28,3.99,0.21,3.78,190.62
2021,10,31,88.27,1.76,3.86,0.42,3.44,198.12,2.54,4.64,0.52,4.12,200.88
2021,11,1,88.35,1.73,3.4,0.69,2.71,190.69,2.44,3.91,0.85,3.05,191.88
2021,11,2,88.47,1.38,3.09,0.13,2.96,171.38,1.78,3.43,0.04,3.39,182.06
2021,11,3,88.35,1.35,3.05,0.13,2.92,170.25,1.69,3.32,0.16,3.16,174.62
2021,11,4,88.3,1.49,2.98,0.53,2.45,151.69,1.91,3.44,0.74,2.7,169.62
2021,11,5,88.22,1.49,3.07,0.12,2.96,153.06,1.86,3.43,0.16,3.27,153.12
2021,11,6,88.06,1.53,3.41,0.23,3.19,154.25,2.05,4.09,0.23,3.85,156
2021,11,7,88.13,1.39,2.82,0.45,2.38,150.06,1.66,2.78,0.55,2.23,152.44
2021,11,8,88.26,1.37,2.94,0.14,2.8,144.44,1.67,3.09,0.21,2.89,146.31
2021,11,9,88.34,1.34,2.95,0.34,2.61,116.62,1.53,2.88,0.46,2.42,115
2021,11,10,88.31,1.3,2.84,0.55,2.3,123.62,1.51,2.79,0.68,2.11,121.56
2021,11,11,88.24,1.37,3.02,0.12,2.91,147.06,1.73,3.04,0.18,2.85,146.56
2021,11,12,88.24,1.44,3.35,0.1,3.25,177.56,1.88,3.74,0.11,3.63,195.38
2021,11,13,88.19,1.45,3.42,0.18,3.24,190.75,1.89,3.88,0.21,3.67,196.5
2021,11,14,88.16,1.26,2.55,0.37,2.19,144.06,1.53,2.6,0.67,1.93,148.44
2021,11,15,88.05,1.23,2.81,0.32,2.49,157.75,1.55,2.9,0.48,2.41,162.88
2021,11,16,88.13,1.27,3.12,0.12,3,178.62,1.68,3.33,0.12,3.21,186.75
2021,11,17,88.44,1.38,3.26,0.04,3.21,177.38,1.8,3.59,0.18,3.41,179.38
2021,11,18,88.26,1.38,3.16,0.25,2.91,140.38,1.79,3.47,0.3,3.18,155.38
2021,11,19,88.05,1.45,3.48,0.16,3.32,157,1.93,3.84,0.45,3.38,164.12
2021,11,20,87.99,1.32,3.23,0.1,3.12,178.12,1.69,3.51,0.38,3.13,187.5
2021,11,21,88.05,1.58,2.98,0.58,2.41,159.88,2.14,3.37,0.85,2.52,160
2021,11,22,87.99,1.59,3.16,0.62,2.55,162.81,2.19,3.63,0.88,2.75,163.81
2021,11,23,88.11,1.59,2.91,0.71,2.2,136.56,2.08,2.96,1.02,1.95,136.31
2021,11,24,88.35,1.37,2.81,0.71,2.1,109.31,1.73,2.98,0.98,2,109.38
2021,11,25,88.3,1.48,2.91,0.54,2.38,131.69,2.04,3.19,0.73,2.45,129.44
2021,11,26,88.38,1.3,2.57,0.66,1.91,137,1.77,2.62,1.12,1.5,139.5
2021,11,27,88.49,1.57,2.91,0.64,2.27,110.44,2.07,3.1,1.02,2.09,110.19
2021,11,28,88.54,1.4,2.98,0.67,2.31,104.12,1.7,3.05,0.88,2.16,103.19
2021,11,29,88.49,1.55,3.2,0.59,2.62,115.06,1.89,3.2,0.67,2.52,115.56
